KEY	VALUE	COMMENTS
__id	jp
info.gasoline.icon	<sprite name="res gasoline">
info.gasoline.name	Gasoline
info.gasoline.desc	A useful fuel. It can be used to fuel machines or applied in some cases as a solvent.\n\n<indent=15><b>Base price\n<sprite name="ui buy"> $8 per barrel</b></indent>\n\n<indent=30><i>The Patent Cazeline Oil， safe， economical， and brilliant … possesses all the requisites which have so long been desired as a means of powerful artificial light.</i></indent>\n<indent=40>—John Cassell</indent>
info.barrels.icon	<sprite name="res barrels">
info.barrels.name	Barrels
info.barrels.desc	Big wooden barrels perfect for transporting， storing， or <i>fermenting</i> interesting liquids.\n\nUsed in the construction of some operations and in the production of alcohols.\n\n<indent=10><b>Base price\n<sprite name="ui buy"> $3 each</b></indent>\n\n<i><indent=30><i>Deep-seated preferences cannot be argued about — you cannot argue a man into liking a glass of beer.</i></indent>\n<indent=40>—Oliver Wendell Holmes</indent>
info.paper.icon	<sprite name="res paper">
info.paper.name	Paper
info.paper.desc	Industrial sheets of paper that can be easily transformed into counterfeit labels to class up your different booze productions.\n\nUsed in the production of labels.\n\n<indent=10><b>Base price\n<sprite name="ui buy"> $10 per bundle</b></indent>\n\n<i><indent=30><i>When the wine goes in， strange things come out.</i></indent>\n<indent=40>—Johann Schiller</indent>
info.weapon-bat.icon	<sprite name="ui weapon bat">
info.weapon-bat.name	Baseball Bat
info.weapon-bat.desc	Thick wooden bat used for sport just so conveniently happens to have a secondary use reminding your enemies why you shouldn't be messed with. Legal to carry around but admittedly a little crude， the baseball bat is the convenient weapon of the low level gangster.\n\nLow Hit:10 -- High Hit: 30\n\n<indent=10><b>Base price\n<sprite name="ui buy"> $5 each</b></indent>
info.weapon-billy-club.icon	<sprite name="ui weapon bat">
info.weapon-billy-club.name	Billy Club
info.weapon-billy-club.desc	Like a baseball bat， but a little bit more honest about its intentions. Swings harder and hits meaner in the right hands， but a little difficult to explain to the cops you haven't bought.\n\nLow Hit:20 -- High Hit: 50\n\n<indent=10><b>Base price\n<sprite name="ui buy"> $20 each</b></indent>
info.weapon-crowbar.icon	<sprite name="ui weapon crowbar">
info.weapon-crowbar.name	Crowbar
info.weapon-crowbar.desc	Useful in a pinch for construction， demolition， and relieving honest folks of their hard earned goods. Plenty legal to carry around， but if needed doubles as a wonderful blunt object for knocking heads around.\n\nLow Hit:20 -- High Hit: 40\n\n<indent=10><b>Base price\n<sprite name="ui buy"> $10 per bundle</b></indent>
info.weapon-colt.icon	<sprite name="ui weapon pistol">
info.weapon-colt.name	Colt Revolver
info.weapon-colt.desc	As powerful and loud as you can get it without upgrading to a much more bulky alternative， this revolver is enough to turn any muscle in your organization into an instant threat. Not nearly as quiet or low-barrier to entry as the melee options， but with higher highs.\n\nLow Hit:40 -- High Hit: 60\n\n<indent=10><b>Base price\n<sprite name="ui buy"> Can't be bought/sold</b></indent>
info.weapon-winchester.icon	<sprite name="ui weapon winchester">
info.weapon-winchester.name	Winchester
info.weapon-winchester.desc	Loud and fatal. Not necessarily a great weapon for subtlety， but wonderful for use when the cops have already decided to look away. Point the smoky end away from your friends.\n\nLow Hit:50 -- High Hit: 100\n\n<indent=10><b>Base price\n<sprite name="ui buy"> Can't be bought/sold</b></indent>
info.weapon-thompson.icon	<sprite name="ui weapon thompson">
info.weapon-thompson.name	Thompson Machine Gun
info.weapon-thompson.desc	For when you can't be bothered with target practice. Excellent at facing off against multiple enemies. Not so excellent at fine-tuned， measured shots. Put in capable hands and you'll soon rise to the terror of the city.\n\nLow Hit:60 -- High Hit: 100\n\n<indent=10><b>Base price\n<sprite name="ui buy"> Can't be bought/sold</b></indent>
info.weapon-pistol.icon	<sprite name="ui weapon pistol">
info.weapon-pistol.name	Pocket Pistol
info.weapon-pistol.desc	Famously pocketable and effective. It doesn't pack quite the punch as other options， but its great for sneaking into places you shouldn't have a gun.\n\nLow Hit:40 -- High Hit: 90\n\n<indent=10><b>Base price\n<sprite name="ui buy"> Can't be bought/sold</b></indent>
info.weapon-switchblade.icon	<sprite name="ui weapon knife">
info.weapon-switchblade.name	Switchblade
info.weapon-switchblade.desc	Not likely to draw a lot of attention， but deadly all the same. The switchblade is a classic， not to be disrespected. In the right hands， this is plenty to get your point across.\n\nLow Hit:5 -- High Hit: 35\n\n<indent=10><b>Base price\n<sprite name="ui buy">$80 each</b></indent>
info.homebooze-brick-wine.name	Backroom Brick Wine Operation
info.homebooze-brick-wine.desc	<indent=10>Creates brick wine from grape concentrate and stoneware crocks.\n<b><sprite name="res grape-juice"> + <sprite name="res jugs"> <sprite name="ui arr sm right"> <sprite name="res brick-wine"></b>\n\n<b>Requires:</b>\n<sprite name="skill brick-wine"> <link="brick-wine-making">Brick Wine Production</link>，  <sprite name="res cash">700，  <sprite name="res lumber"> 4</indent>\n\nWhen installed and supplied with <link="grape-juice">grape concentrate</link> and <link="crocks">stoneware crocks</link>， this backroom operation produces <link="brick-wine">brick wine</link> that can be sold to businesses across the city or in your own <link="backroom-bootlegger">Backroom Bootleggers</link> or Corner Speakeasies. Brick wine can also be used to make <link="fake-wine">counterfeit wine</link> once you learn how to construct a <link="production-fake-wine">Backroom Wine Operation</link> or <link="production-fake-wine-upgraded">Backroom Winery</link>.\n\n<i><indent=30>WINE n. Fermented grape-juice known to the Women's Christian Union as liquor， sometimes as rum.</i>\n</indent><indent=40>—Ambrose Bierce</indent>
info.homebooze-cider.name	Backroom Cider Operation
info.homebooze-cider.desc	<indent=10>Creates hard cider from apple juice and stoneware crocks.\n<b><sprite name="res apple-juice"> + <sprite name="res jugs"> <sprite name="ui arr sm right"> <sprite name="res cider"></b>\n\n<b>Requires:</b>\n<sprite name="skill cider"> <link="cider-making">Cider Making</link>，  <sprite name="res cash">800，  <sprite name="res lumber"> 4</indent>\n\nWhen installed and supplied with <link="apple-juice">apple juice</link> and <link="crocks">stoneware crocks</link>， this backroom operation produces <link="cider">hard cider</link> that can be sold to businesses across the city or in your own <link="backroom-bootlegger">Backroom Bootleggers</link> or Corner Speakeasies. Hard cider can also be used to make <link="sparkling-cider">sparkling cider</link> once you learn how to construct a <link="production-sparkling-cider">Sparkling Cider Operation</link> or <link="production-sparkling-cider-upgraded">Sparkling Cider Fermenter</link>.\n\n<i><indent=30>An apple a day keeps the doctor away.</i>\n</indent><indent=40>—A marketing slogan adopted by orchard owners concerned by the temperance movement's impact on sales of hard cider</indent>
info.homebooze-home-brew.name	Backroom Home Brew Operation
info.homebooze-home-brew.desc	<indent=10>Creates homemade beer from malt syrup and stoneware crocks.\n<b><sprite name="res malt"> + <sprite name="res jugs"> <sprite name="ui arr sm right"> <sprite name="res home-brew"></b>\n\n<b>Requires:</b>\n<sprite name="skill home-brew"> <link="home-brew-making">Home Brew Production</link>，  <sprite name="res cash">1，000，  <sprite name="res lumber"> 4</indent>\n\nWhen installed and supplied with <link="malt">malt syrup</link> and <link="crocks">stoneware crocks</link>， this backroom operation produces <link="home-brew">homemade beer</link> that can be sold to businesses across the city or in your own <link="backroom-bootlegger">Backroom Bootleggers</link> or Corner Speakeasies. Homemade beer can also be used to make <link="fake-beer">backroom beer</link> once you learn how to construct a <link="production-fake-beer">Backroom Beer Operation</link> or <link="production-fake-beer-upgraded">Backroom Brewery</link>.\n\n<i><indent=30>Let beer be for those who are perishing， wine for those who are in anguish! Let them drink and forget their poverty and remember their misery no more.</i>\n</indent><indent=40>—The Book of Proverbs</indent>
info.homebooze-moonshine.name	Backroom Moonshine Operation
info.homebooze-moonshine.desc	<indent=10>Creates moonshine from neutral alcohol and stoneware crocks.\n<b><sprite name="res alcohol-btl"> + <sprite name="res jugs"> <sprite name="ui arr sm right"> <sprite name="res moonshine"></b>\n\n<b>Requires:</b>\n<sprite name="skill moonshine"> <link="moonshine-making">Moonshine Making</link>，  <sprite name="res cash">600，  <sprite name="res lumber"> 4</indent>\n\nWhen installed and supplied with <link="neutral-alcohol">neutral alcohol</link> and <link="crocks">stoneware crocks</link>， this backroom operation produces <link="moonshine">moonshine</link> that can be sold to businesses across the city or in your own <link="backroom-bootlegger">Backroom Bootleggers</link> or Corner Speakeasies. Moonshine can also be used to make <link="bathtub-gin">bathtub gin</link> once you learn how to construct a <link="production-bathtub-gin">Bathtub Gin Operation</link> or <link="production-bathtub-gin-upgraded">Bathtub Gin Still</link>.\n\n<i><indent=30>Well， between Scotch and nothin'， I suppose I’d take Scotch. It’s the nearest thing to good moonshine I can find.</i>\n</indent><indent=40>—William Faulkner</indent>
info.homebooze-apple-jack.name	Backroom Applejack Operation
info.homebooze-apple-jack.desc	<b>Regional operation only available in some cities.</b>\n\n<indent=10>Creates applejack from apples or apple juice， ice， and small bottles.\n<sprite name="res apples"> + <sprite name="res ice"> + <sprite name="res small-bottles"> <sprite name="ui arr sm right"> <sprite name="res apple-jack">\n<b><sprite name="res apple-juice"> + <sprite name="res ice"> + <sprite name="res small-bottles"> <sprite name="ui arr sm right"> <sprite name="res apple-jack"></b>\n\n<b>Requires:</b>\n<sprite name="skill applejacking"> <link="homebooze-apple-jack">Apple Jacking</link>，  <sprite name="res cash">900， <sprite name="res barrels"> 5</indent>\n\nWhen installed and supplied with <link="apples">apples</link> or <link="apple-juice">apple juice</link> and <link="small-bottles">small bottles</link>， produces <link="applejack">applejack</link> that can be sold to businesses across the city or in your own <link="backroom-bootlegger">Backroom Bootleggers</link> or Corner Speakeasies. Applejack can also be used to make <link="sparkling-cider">sparkling cider</link> once you learn how to construct a <link="production-sparkling-cider">Sparkling Cider Operation</link> or <link="production-sparkling-cider-upgraded">Sparkling Cider Fermenter</link>.\n\n<i><indent=30>An apple a day keeps the doctor away.</i>\n</indent><indent=40>—A marketing slogan adopted by orchard owners concerned by the temperance movement's impact on sales of hard cider</indent>
info.production-fruit-brandy.name	Rakija Still
info.production-fruit-brandy.desc	<b>Regional operation only available in some cities.</b>\n\n<indent=10>Creates rakija from plums， small bottles， and sugar.\n<b><sprite name="res plums"> + <sprite name="res small-bottles"> + <sprite name="res sugar"> <sprite name="ui arr sm right"> <sprite name="res rakija"></b>\n\n<b>Requires:</b>\n<sprite name="skill fruit brandy"><link="fruit-brandy-skill">Plum Brandy</link>， <sprite name="res cash"> 1600， <sprite name="steel barrels"> 10， <sprite name="res pipes"> 5</indent>\n\nWhen installed and supplied with <link="plums">plums</link>， <link="small-bottles">small bottles</link> and <link="sugar">sugar</link>， this operation produces <link="rakija">rakija</link> that can be sold to businesses across the city or in your own <link="backroom-bootlegger">Backroom Bootleggers</link> or Corner Speakeasies.
info.production-corn-whiskey.name	Corn Whiskey Still
info.production-corn-whiskey.desc	<b>Regional operation only available in some cities.</b>\n\n<indent=10>Creates corn whiskey from corn and bottles.\n<b><sprite name="res corn"> + <sprite name="res bottles"> <sprite name="ui arr sm right"> <sprite name="res corn whiskey"></b>\n\n<b>Requires:</b>\n<sprite name="skill corn distillation"><link="corn-whiskey-skill">Corn Whiskey Manufacture</link>， <sprite name="res cash"> 1800， <sprite name="res steel-barrels"> 5， <sprite name="res pipes"> 8</indent>\n\nWhen installed and supplied with <link="corn">corn</link> and <link="bottles">bottles</link>， this operation produces <link="corn-whiskey">corn whiskey</link> that can be sold to businesses across the city or in your own <link="backroom-bootlegger">Backroom Bootleggers</link> or Corner Speakeasies.
info.conversion-grape-juice.name	Grape Press
info.conversion-grape-juice.desc	<indent=10>Creates grape concentrate from grapes and small barrels.\n<b><sprite name="res grapes"> + <sprite name="res half-barrel"> <sprite name="ui arr sm right"> <sprite name="res grape-juice"></b>\n\n<b>Requires:</b>\n<sprite name="skill grape-press"> <link="grape-press">Grape Presses</link>，  <sprite name="res cash">750，  <sprite name="res pipes"> 5，  <sprite name="res barrels"> 25，  <sprite name="res bricks"> 6</indent>\n\nWhen installed and supplied with <link="grapes">grapes</link> and <link="half-barrel">small barrels</link>， this juice press produces <link="grape-juice">grape concentrate</link> that can be used to make <link="brick-wine">brick wine</link> and for other fermentations and infusions. Making your own grape concentrate can be more reliable and less expensive than purchasing it on the open market. A crew member that has gained the appropriate experience managing this operation will allow you to upgrade it to an Improved Grape Press.\n\n<i><indent=30>Uvaque conspecta livorem ducit ab uva.</i>\n</indent><indent=40>—Juvenal</indent>
info.conversion-apple-juice.name	Apple Juice Press
info.conversion-apple-juice.desc	<indent=10>Creates apple juice from apples and small barrels.\n<b><sprite name="res apples"> + <sprite name="res half-barrel"> <sprite name="ui arr sm right"> <sprite name="res apple-juice"></b>\n\n<b>Requires:</b>\n<sprite name="skill apple-press"> <link="apple-press">Apple Presses</link>，  <sprite name="res cash">750，  <sprite name="res pipes"> 5，  <sprite name="res half-barrel"> 25，  <sprite name="res bricks"> 6</indent>\n\nWhen installed and supplied with <link="apples">apples</link> and <link="half-barrel">small barrels</link>， this juice press produces <link="apple-juice">apple juice</link> that can be used to make <link="cider">hard cider</link>. Making your own apple juice can be more reliable and less expensive than purchasing it on the open market. A crew member that has gained the appropriate experience managing this operation will allow you to upgrade it to an Improved Apple Juice Press.\n\n<i><indent=30>A wrinkled apple still smells good.</i>\n</indent><indent=40>—Breton proverb</indent>
info.conversion-neutral-alcohol.name	Backroom Basic Distillery
info.conversion-neutral-alcohol.desc	<indent=10>Creates neutral alcohol from corn syrup and bottles.\n<b><sprite name="res corn-syrup"> + <sprite name="res bottles"> <sprite name="ui arr sm right"> <sprite name="res alcohol-btl"></b>\n\n<b>Requires:</b>\n<sprite name="skill backroom-distillation"> <link="backroom-distillation">Makeshift Stills</link>，  <sprite name="res cash">1500，  <sprite name="res steel-barrels"> 25，  <sprite name="res sheet metal"> 25</indent>\n\nWhen installed and supplied with <link="corn-syrup">corn syrup</link> and <link="bottles">bottles</link>， this still produces <link="neutral-alcohol">neutral alcohol</link> that can be used to make <link="moonshine">moonshine</link> and as an ingredient in other potent beverages. Making your own neutral alcohol can be more reliable and less expensive than purchasing it on the open market. A crew member that has gained the appropriate experience managing this operation will allow you to upgrade it to an Improved Backroom Distillery.\n\n<i><indent=30>I drink when I have occasion， and sometimes when I have no occasion.</i>\n</indent><indent=40>—Miguel de Cervantes</indent>
info.conversion-malt.name	Malt Processor
info.conversion-malt.desc	<indent=10>Creates malt syrup from barley.\n<b><sprite name="res corn-syrup"> <sprite name="ui arr sm right"> <sprite name="res malt"></b>\n\n<b>Requires:</b>\n<sprite name="skill malt-making"> <link="malt-making">Malt Making</link>，  <sprite name="res cash">750，  <sprite name="res pipes"> 5，  <sprite name="res jugs"> 50，  <sprite name="res bricks"> 6</indent>\n\nWhen installed and supplied with <link="barley">corn syrup</link>， this malt processor produces <link="malt">malt syrup</link> that can be used to make <link="home-brew">homemade beer</link> and as an ingredient in brewing applications. Making your own malt syrup can be more reliable and less expensive than purchasing it on the open market. A crew member that has gained the appropriate experience managing this operation will allow you to upgrade it to an Improved Malt Processor.\n\n<i><indent=30>A brewer can make very good beer from indifferent malt， but his efforts， if carried back to the malt-house， are much more certain and reliable in their effects.</i>\n</indent><indent=40>—Henry Stopes</indent>
info.conversion-ice-house.name	Ice House
info.conversion-ice-house.desc	<indent=10>Uses gasoline to power freezers that turn water into ice.\n<b><sprite name="res gasoline"> <sprite name="ui arr sm right"> <sprite name="res ice"></b>\n\n<b>Requires:</b>\n<sprite name="skill ice making"> <link="ice-making">Ice Making</link>， <sprite name="res cash"> 800， <sprite name="res pipes"> 8， <sprite name="res lumber"> 8， <sprite name="res bricks"> 6</indent>\n\nWhen installed and supplied with <link="gasoline">gasoline</link>， this operation produces <link="ice">ice</link> that can be used to make <link="apple-jack">applejack</link> and <link="champagne">champagne</link>. Making your own ice can be more reliable and less expensive than purchasing it on the open market.\n\n<i><indent=30><i>Civilization begins with distillation.</i></indent>\n<indent=40>—William Faulkner</indent> 
info.conversion-labels.name	Counterfeit Label Printer
info.conversion-labels.desc	<indent=10>Turns paper into counterfeit labels.\n<b><sprite name="res paper"> <sprite name="ui arr sm right"> <sprite name="res labels></b>\n\n<b>Requires:</b>\n<sprite name="skill labels"> <link="label-counterfeiting">Label Counterfeiting</link>， <sprite name="res sheet metal"> 5， <sprite name="res lumber"> 10， <sprite name="res bricks"> 10</indent>\n\nWhen installed and supplied with <link="paper">paper</link>， this operation produces <link="labels>labels</link> that are necessary to make various different types of bottled alcohols. Making your own labels can be more reliable and less expensive than purchasing it on the open market.\n\n<i><indent=30><i>When the wine goes in， strange things come out.</i></indent>\n<indent=40>—Johann Schiller</indent>
info.production-fake-wine.name	Backroom Wine Operation
info.production-fake-wine.desc	<indent=10>Creates counterfeit wine from brick wine， labels and bottles.\n<b><sprite name="res brick-wine"> + <sprite name="res bottles"> + <sprite name="res labels"> <sprite name="ui arr sm right"> <sprite name="res fake-wine"></b>\n\n<b>Requires:</b>\n<sprite name="skill fake-wine"> <link="fake-wine-skill">Backroom Winemaking</link>，  <sprite name="res cash">2000，  <sprite name="res barrels"> 20，  <sprite name="res pipes"> 5，  <sprite name="res bricks"> 7</indent>\n\n<link="homemade-booze">Homemade booze</link> can be sold directly or it can be used as the basis for <link="refined-booze">refined booze</link> that is considerably more profitable. This operation makes <link="fake-wine">counterfeit wine</link> by taking crocks of <link="brick-wine">brick wine</link>， putting it into <link="bottles">bottles</link> and then putting a <link="labels">label</link> on each one. The resulting product can be sold to numerous businesses around the city or you can move it yourself at one of your own <link="corner-speakeasy">corner speakeasies</link> or supper clubs. Can be upgraded to a <link="production-fake-wine-upgraded">Backroom Winery</link> to make counterfeit wine directly from <link="grapes">grapes</link>.\n\n<i><indent=30>Le vin n'est pas une fabrication régie par des règles scientifiques， mais un art dépendant uniquement du goût.</i>\n</indent><indent=40>—Raymond Dumay</indent>
info.production-fake-wine-upgraded.name	Backroom Winery
info.production-fake-wine-upgraded.desc	<indent=10>Creates counterfeit wine from grapes， labels and bottles.\n<b><sprite name="res grapes"> + <sprite name="res bottles"> + <sprite name="res labels"> <sprite name="ui arr sm right"> <sprite name="res fake-wine"></b>\n\n<b>Requires:</b>\n<sprite name="skill fake-wine"> <link="fake-wine-skill">Backroom Winemaking</link> and <sprite name="skill grape-press"> <link="grape-press">Grape Presses</link>， <sprite name="res cat materials"> building materials</indent>\n\nThis upgrade installs a wine press directly onto your <link="production-fake-wine">Backroom Wine Operation</link> that can produce <link="fake-wine">counterfeit wine</link> directly from <link="grapes">grapes</link> instead of <link="brick-wine">brick wine</link>.\n\n<i><indent=30>Le vin n'est pas une fabrication régie par des règles scientifiques， mais un art dépendant uniquement du goût.</i>\n</indent><indent=40>—Raymond Dumay</indent>
info.production-sparkling-cider.name	Sparkling Cider Operation
info.production-sparkling-cider.desc	<indent=10>Creates sparkling cider from hard cider， sugar and small bottles.\n<b><sprite name="res cider"> + <sprite name="res small-bottles"> + <sprite name="res sugar"> <sprite name="ui arr sm right"> <sprite name="res sparkling-cider"></b>\n\n<b>Requires:</b>\n<sprite name="skill sparkling-cider"> <link="sparkling-cider-skill">Sparkling Cider</link>，  <sprite name="res cash">2000，  <sprite name="res steel-barrels"> 25，  <sprite name="res pipes"> 4，  <sprite name="res bricks"> 8</indent>\n\n<link="homemade-booze">Homemade booze</link> can be sold directly or it can be used as the basis for <link="refined-booze">refined booze</link> that is considerably more profitable. This operation makes <link="sparkling-cider">sparkling cider</link> by taking crocks of <link="cider">cider</link>， putting it into <link="small-bottles">small bottles</link> and mixing some <link="sugar">sugar</link> into each one - enough sugar to cause some fizz， but not so much to cause some explosions. The resulting product can be sold to numerous businesses around the city or you can move it yourself at one of your own <link="corner-speakeasy">corner speakeasies</link> or supper clubs. Can be upgraded to a <link="production-sparkling-cider-upgraded">Sparkling Cider Fermenter</link> to make sparkling cider directly from <link="apples">apples</link>.\n\n<i><indent=30>What energy， what a fury of industry! All Pittsburgh at work before the dawn of day! This surpasses Chicago. What would luxurious St. Louis say of such reckless devotion to business as this?</i>\n</indent><indent=40>—James Parton</indent>
info.production-sparkling-cider-upgraded.name	Sparkling Cider Fermenter
info.production-sparkling-cider-upgraded.desc	<indent=10>Creates sparkling cider from apples， sugar and small bottles.\n<b><sprite name="res apples"> + <sprite name="res small-bottles"> + <sprite name="res sugar"> <sprite name="ui arr sm right"> <sprite name="res sparkling-cider"></b>\n\n<b>Requires:</b>\n<sprite name="skill sparkling-cider"> <link="sparkling-cider-skill">Sparkling Cider</link> and <sprite name="skill apple-press"> <link="apple-press">Apple Presses</link>， <sprite name="res cat materials"> building materials</indent>\n\nThis upgrade installs a cider press directly onto your <link="production-sparkling-cider">Sparkling Cider Operation</link> that can produce <link="sparkling-cider">sparkling cider</link> directly from <link="apples">apples</link> instead of <link="cider">cider</link>.\n\n<i><indent=30>What energy， what a fury of industry! All Pittsburgh at work before the dawn of day! This surpasses Chicago. What would luxurious St. Louis say of such reckless devotion to business as this?</i>\n</indent><indent=40>—James Parton</indent>
info.homebooze-moonshine-still.name	Backroom Moonshine Still
info.homebooze-moonshine-still.desc	<b>Regional operation only available in some cities.</b>\n\n<indent=10>Creates moonshine from corn， steel barrels and stoneware crocks.\n<b><sprite name="res corn"> + <sprite name="res steel-barrels"> + <sprite name="res jugs"> <sprite name="ui arr sm right"> <sprite name="res moonshine"></b>\n\n<b>Requires:</b>\n<sprite name="skill moonshine"> <link="moonshine-distillation">Moonshine Stills</link>  <sprite name="res cash">1000，  <sprite name="res steel-barrels"> 10，  <sprite name="res lumber"> 4</indent></indent>\n\nWhen installed and supplied with <link="corn">corn</link>， <link="steel-barrels">steel barrels</link> and <link="crocks">stoneware crocks</link>， this backroom operation produces <link="moonshine">moonshine</link> that can be sold to businesses across the city or in your own <link="backroom-bootlegger">Backroom Bootleggers</link> or Corner Speakeasies. Moonshine can also be used to make <link="bathtub-gin">bathtub gin</link> once you learn how to construct a <link="production-bathtub-gin">Bathtub Gin Operation</link> or <link="production-bathtub-gin-upgraded">Bathtub Gin Still</link>.\n\n<i><indent=30>Well， between Scotch and nothin'， I suppose I’d take Scotch. It’s the nearest thing to good moonshine I can find.</i>\n</indent><indent=40>—William Faulkner</indent>
info.homebooze-fruit-wine.name	Backroom Fruit Wine Operation
info.homebooze-fruit-wine.desc	<b>Regional operation only available in some cities.</b>\n\n<indent=10>Creates fruit wine from fruit， sugar and small bottles.\n<b><sprite name="res fruit"> + <sprite name="res sugar"> + <sprite name="res small-bottles"> <sprite name="ui arr sm right"> <sprite name="res fruit-wine"></b>\n\n<b>Requires:</b>\n<sprite name="skill fruit-wine"> <link="fruitful-operations">Fruitful Operations</link>，  <sprite name="res cash">950，  <sprite name="res half-barrel"> 8</indent>\n\nWhen supplied with <link="fruit-other">fruit</link>， <link="sugar">sugar</link> and <link="small-bottles">small bottles</link>， this backroom operation produces <link="fruit-wine">fruit wine</link> that can be sold to businesses across the city or in you own <link="backroom-bootlegger">Backroom Bootleggers</link> or <link="corner-speakeasy">Corner Speakeasies</link>.\n\n<indent=30><i>I cook with wine， sometimes I even add it to the food.</i></indent>\n<indent=40>—W.C. Fields</indent>
info.makeshift-whiskey.name	Makeshift Whiskey Still
info.makeshift-whiskey.desc	<indent=10>Creates bottled whiskey from moonshine， spices， food dyes and bottles.\n<b><sprite name="res moonshine"> + <sprite name="res spices"> + <sprite name="res food-dye"> + <sprite name="res bottles"> <sprite name="ui arr sm right"> <sprite name="res whisky"></b>\n\n<b>Requires:</b>\n<sprite name="skill whiskey-bottled"> <link="bootleg-whiskey">Bootleg Whiskey</link>，  <sprite name="res cash">5000，  <sprite name="res steel-barrels"> 10，  <sprite name="res pipes"> 15，  <sprite name="res bricks"> 15，  <sprite name="res lumber"> 15</indent>\n\nWhen installed， this operation allows you to turn your excess <link="moonshine">moonshine</link> into <link="whiskey-bottled">bottled whiskey</link> by mixing in some <link="spices">spices</link> and <link="food-dyes"> food dyes</link> and then putting the resulting concoction into <link="bottles">bottles</link>. You can then pass those off to customers around the city or sell them yourself at one of your supper clubs or event venues.\n\n<indent=30><i>Love makes the world go round? Not at all. Whiskey makes it go round twice as fast.</i></indent>\n<indent=40>—Compton MacKenzie</indent>
info.makeshift-brandy.name	Makeshift Brandy Still
info.makeshift-brandy.desc	<indent=10>Creates bottled brandy from brick wine or fruit wine， fruit and bottles.\n<b><sprite name="res brick-wine">/<sprite name="res fruit-wine"> + <sprite name="res fruit"> + <sprite name="res bottles"> <sprite name="ui arr sm right"> <sprite name="res brandy"></b>\n\n<b>Requires:</b>\n<sprite name="skill brandy-bottled"> <link="bootleg-brandy">Bootleg brandy</link>，  <sprite name="res cash">4500，  <sprite name="res barrels"> 20，  <sprite name="res pipes"> 15，  <sprite name="res bricks"> 15，  <sprite name="res lumber"> 15</indent>\n\nWhen installed， this operation allows you to turn your excess <link="brick-wine">brick wine</link> or <link="fruit-wine">fruit wine</link> into <link="brandy-bottled">bottled brandy</link> by mixing in some <link="fruit-other">fruit</link>， leaving it for a bit and then putting the resulting concoction into <link="bottles">bottles</link>. You can then pass those off to customers around the city or sell them yourself at one of your supper clubs or event venues.\n\n<indent=30><i>A man may acquire a taste for wine or brandy， and so lose his love for water， but we should not pity him.</i></indent>\n<indent=40>—Henry David Thoreau</indent>
info.makeshift-vodka.name	Makeshift Vodka Still
info.makeshift-vodka.desc	<indent=10>Creates bottled vodka from homemade beer， corn syrup and bottles.\n<b><sprite name="res home-brew"> + <sprite name="res corn-syrup"> + <sprite name="res bottles"> <sprite name="ui arr sm right"> <sprite name="res vodka"></b>\n\n<b>Requires:</b>\n<sprite name="skill vodka-bottled"> <link="bootleg-brandy">Bootleg vodka</link>，  <sprite name="res cash">3500，  <sprite name="res half-barrel"> 24，  <sprite name="res sheet metal"> 12，  <sprite name="res bricks"> 12，  <sprite name="res lumber"> 12</indent>\n\nWhen installed， this operation allows you to ferment and distilled your excess <link="home-brew">homemade beer</link> into <link="vodka-bottled">bottled vodka</link>. By boosting the yeast into overdrive with some <link="corn-syrup">corn syrup</link> before distillation， you'll be able to fill <link="bottles">bottles</link> with some powerful booze. You can then pass those off to customers around the city or sell them yourself at one of your supper clubs or event venues.\n\n<indent=30><i>Money， like vodka， turns a person into an eccentric.</i></indent>\n<indent=40>—Anton Chekhov</indent>
info.makeshift-rum.name	Makeshift Rum Still
info.makeshift-rum.desc	<indent=10>Creates bottled rum from neutral alcohol， sugar and bottles.\n<b><sprite name="res alcohol-btl"> + <sprite name="res sugar"> + <sprite name="res bottles"> <sprite name="ui arr sm right"> <sprite name="res rum"></b>\n\n<b>Requires:</b>\n<sprite name="skill rum-bottled"> <link="bootleg-rum">Bootleg rum</link>，  <sprite name="res cash">4000，  <sprite name="res steel-barrels"> 16，  <sprite name="res sheet metal"> 12，  <sprite name="res bricks"> 12，  <sprite name="res lumber"> 12</indent>\n\nWhen installed， this operation allows you cook down <link="sugar">sugar</link> then mix that caramel into <link="neutral-alcohol">neutral alcohol</link>. The dark， potent liquid that results is<link="rum-bottled">bottled rum</link>. You'll be able to fill <link="bottles">bottles</link> with some powerful booze. You can then pass those off to customers around the city or sell them yourself at one of your supper clubs or event venues.\n\n<indent=30><i>There’s naught， no doubt， so much the spirit calms as rum and true religion.</i></indent>\n<indent=40>—Lord Byron</indent>
info.still-whiskey.name	Small Whiskey Distillery
